X_Dist,Y_Dist,X_Velo,Y_Velo
0.00043492688024548715,0.48873849037154843,0.3868957465261524,0.5109309376775157
0.00040907761480778946,0.4888718591559531,0.3793265582116604,0.5074816628210005
0.00040907761480778946,0.4891385967247624,0.37175736989716845,0.5109309376775157
0.00038322834937009183,0.4895387030779764,0.36418818158267646,0.5074816628210005
0.00038322834937009183,0.49007217821559507,0.3566189932681846,0.5109309376775157
0.0003573790839323942,0.4907390221376184,0.34904980495369264,0.5074816628210005
0.0003573790839323942,0.49153923484404644,0.34148061663920065,0.5109309376775157
0.0003315298184946231,0.4924728163348791,0.3339114283247087,0.5074816628210005
0.0003315298184946231,0.49353976661011645,0.3263422400102167,0.5109309376775157
0.00030568055305692547,0.4947400856697584,0.31877305169572484,0.5074816628210005
0.00030568055305692547,0.49607377351380505,0.3112038633812329,0.5109309376775157
0.00027983128761922783,0.4975408301422564,0.3036346750667409,0.5074816628210005
0.00027983128761922783,0.4991412555551124,0.29606548675224903,0.5109309376775157
0.00025398202218145674,0.5008750497523731,0.28849629843775704,0.5074816628210005
0.00025398202218145674,0.5027422127340384,0.2809271101232651,0.5109309376775157
0.00022813275674375908,0.5047427445001084,0.27335792180877316,0.5074816628210005
0.00022813275674375908,0.506876645050583,0.26578873349428117,0.5109309376775157
0.00020228349130606144,0.5091439143854624,0.2582195451797893,0.5074816628210005
0.00020228349130606144,0.5115445525047464,0.2506503568652973,0.5109309376775157
0.00017643422586829032,0.5140785594084349,0.24308116855080536,0.5074816628210005
0.00017643422586829032,0.5167459350965283,0.23551198023631342,0.5109309376775157
0.0001505849604305927,0.5195466795690263,0.22794279192182146,0.5074816628210005
0.0001505849604305927,0.522480792825929,0.22037360360732955,0.5109309376775157
0.00012473569499289505,0.5255482748672363,0.21280441529283758,0.5074816628210005
0.00012473569499289505,0.5287491256929483,0.20523522697834565,0.5109309376775157
9.888642955512395e-05,0.5320833453030649,0.19766603866385368,0.5074816628210005
9.888642955512395e-05,0.5355509336975863,0.19009685034936172,0.5109309376775157
7.30371641174263e-05,0.5391518908765123,0.1825276620348698,0.5074816628210005
7.30371641174263e-05,0.542886216839843,0.17495847372037784,0.5109309376775157
4.7187898679728664e-05,0.5467539115875782,0.1673892854058859,0.5074816628210005
4.7187898679728664e-05,0.5507549751197183,0.15982009709139394,0.5109309376775157
2.133863324195756e-05,0.5548894074362629,0.152250908776902,0.5074816628210005
2.133863324195756e-05,0.5591572085372122,0.14469094238299302,0.5103290479244729
0.0,0.5635582159793868,0.13715863039705042,0.5056767267914745
1.352640361821839e-05,0.5680919422998797,0.12967237162356973,0.5073232646174166
1.4713466510319323e-05,0.572757576349744,0.12225050900643658,0.5083723081012653
8.038863058472593e-06,0.5775539832939934,0.11491130661859442,0.501928231825214
4.9656891267965e-05,0.5824797066121333,0.10767292816554971,0.5017917837720344
9.229751641822202e-05,0.5875329698319555,0.10055341435349867,0.5010687830802295
0.0001403564060968503,0.5927116786634383,0.09357066109006518,0.4997643129461554
0.00019819110022510568,0.5980134232660167,0.08674239760934635,0.49788416504722377
0.0002701158412044512,0.6034354817161692,0.08008616512680164,0.4954348325571199
0.0003603962101942788,0.6089748225414269,0.07361929503999044,0.4924235018675438
0.00047324382801233197,0.6146281093882787,0.06735888818899594,0.4888580443099497
0.000612811379151202,0.6203917043563927,0.06132179366269807,0.48474700632511364
0.000783187506548395,0.626261672799891,0.055524588816116396,0.4800995988566121
0.0009883919002257496,0.6322337875951524,0.04998355837945002,0.47492568657183937
0.0012323701274365093,0.6383035351424059,0.04471467523233962,0.469235775444617
0.001518989238290165,0.644466120300377,0.03973358049690212,0.4630410002515732
0.001852032725145737,0.6507164719877766,0.03505556484183526,0.4563531106025791
0.002235195998990114,0.6570492502518456,0.030695549635139128,0.4491844572298815
0.0026720819950631167,0.6634588517364762,0.026668068626680173,0.4415479763801342
0.003166196713859419,0.669939417284232,0.02298725069044181,0.43345717437889303
0.003720944826752803,0.676484838604787,0.019666802188315805,0.4249261109878641
