X Dis,Y Dis,X Vel,Y Vel
-6.728041578,362.7793059,2.876207724,0.024779387
-6.752820965,359.9030982,2.976207724,-0.015220613
-6.737600352,356.9268904,3.076207724,0.024779387
-6.762379739,353.8506827,3.176207724,-0.015220613
-6.747159126,350.674475,3.276207724,0.024779387
-6.771938513,347.3982673,3.376207724,-0.015220613
-6.7567179,344.0220595,3.476207724,0.024779387
-6.781497287,340.5458518,3.576207724,-0.015220613
-6.766276673,336.9696441,3.676207724,0.024779387
-6.79105606,333.2934364,3.776207724,-0.015220613
-6.775835447,329.5172287,3.876207724,0.024779387
-6.800614834,325.6410209,3.976207724,-0.015220613
-6.785394221,321.6648132,4.076207724,0.024779387
-6.810173608,317.5886055,4.176207724,-0.015220613
-6.794952995,313.4123978,4.276207724,0.024779387
-6.819732382,309.13619,4.376207724,-0.015220613
-6.804511769,304.7599823,4.476207724,0.024779387
-6.829291155,300.2837746,4.576207724,-0.015220613
-6.814070542,295.7075669,4.676207724,0.024779387
-6.838849929,291.0313591,4.776207724,-0.015220613
-6.823629316,286.2551514,4.876207724,0.024779387
-6.848408703,281.3789437,4.976207724,-0.015220613
-6.83318809,276.402736,5.076207724,0.024779387
-6.857967477,271.3265282,5.176207724,-0.015220613
-6.842746864,266.1503205,5.276207724,0.024779387
-6.867526251,260.8741128,5.376207724,-0.015220613
-6.852305637,255.4979051,5.476207724,0.024779387
-6.877085024,250.0216973,5.576207724,-0.015220613
-6.861864411,244.4454896,5.676207724,0.024779387
-6.886643798,238.7692819,5.776207724,-0.015220613
-6.871423185,232.9930742,5.690770953,-0.050141932
-6.821281253,227.3023032,5.790770953,-0.010141932
-6.811139321,221.5115323,5.890770953,0.029858068
-6.84099739,215.6207613,5.805334182,-0.08506325
-6.755934139,209.8154271,5.719897411,-0.119984569
-6.63594957,204.0955297,5.63446064,-0.154905888
-6.481043682,198.4610691,5.549023869,-0.189827207
-6.291216476,192.9120452,5.463587099,-0.224748525
-6.06646795,187.4484581,5.378150328,-0.259669844
-5.806798106,182.0703078,5.292713557,-0.294591163
-5.512206944,176.7775942,5.207276786,-0.329512481
-5.182694463,171.5703174,5.121840015,-0.3644338
-4.818260663,166.4484774,5.036403244,-0.399355119
-4.418905544,161.4120742,4.950966473,-0.434276437
-3.984629107,156.4611077,4.865529702,-0.469197756
-3.515431351,151.595578,4.780092931,-0.504119075
-3.011312276,146.8154851,4.69465616,-0.539040393
-2.472271883,142.1208289,4.609219389,-0.573961712
-1.898310171,137.5116095,4.523782619,-0.608883031
-1.28942714,132.9878269,4.438345848,-0.643804349
-0.645622791,128.5494811,4.352909077,-0.678725668
0.033102878,124.196572,4.267472306,-0.713646987
0.746749864,119.9290997,4.182035535,-0.748568305
1.49531817,115.7470641,4.096598764,-0.783489624
2.278807794,111.6504654,4.011161993,-0.818410943
3.097218737,107.6393034,3.925725222,-0.853332262
3.950550998,103.7135782,3.840288451,-0.88825358
4.838804578,99.87328971,3.75485168,-0.923174899
5.761979477,96.11843803,3.669414909,-0.958096218
6.720075695,92.44902312,3.583978138,-0.993017536
7.713093231,88.86504498,3.498541368,-1.027938855
8.741032086,85.36650362,3.598541368,-0.987938855
9.728970941,81.76796225,3.698541368,-0.947938855
10.6769098,78.06942088,3.798541368,-0.907938855
11.58484865,74.27087951,3.898541368,-0.867938855
12.45278751,70.37233815,3.998541368,-0.827938855
13.28072636,66.37379678,4.098541368,-0.787938855
-176.2608293,431.9,0,0
-176.2608293,431.9,-0.1,0.04
-176.3008293,432,-0.2,0
-176.3008293,432.2,-0.3,0.04
-176.3408293,432.5,-0.4,0
-176.3408293,432.9,-0.5,0.04
-176.3808293,433.4,-0.6,0
-176.3808293,434,-0.7,0.04
-176.4208293,434.7,-0.8,0
-176.4208293,435.5,-0.9,0.04
-176.4608293,436.4,-1,0
-176.4608293,437.4,-1.1,0.04
-176.5008293,438.5,-1.2,0
-176.5008293,439.7,-1.3,0.04
-176.5408293,441,-1.4,0
-176.5408293,442.4,-1.5,0.04
-176.5808293,443.9,-1.6,0
-176.5808293,445.5,-1.7,0.04
-176.6208293,447.2,-1.8,0
-176.6208293,449,-1.9,0.04
-176.6608293,450.9,-2,0
-176.6608293,452.9,-2.1,0.04
-176.7008293,455,-2.2,0
-176.7008293,457.2,-2.3,0.04
-176.7408293,459.5,-2.4,0
-176.7408293,461.9,-2.5,0.04
-176.7808293,464.4,-2.6,0
-176.7808293,467,-2.7,0.04
-176.8208293,469.7,-2.8,0
-176.8208293,472.5,-2.9,0.04
-176.8608293,475.4,-3,0
-176.8608293,478.4,-3.1,0.04
-176.9008293,481.5,-3.2,0
-176.9008293,484.7,-3.3,0.04
-176.9408293,488,-3.2,0
-176.9408293,491.2,-3.1,0.04
-176.9808293,494.3,-3,0
-176.9808293,497.3,-2.9,0.04
-177.0208293,500.2,-2.8,0
-177.0208293,503,-2.7,0.04
-177.0608293,505.7,-2.6,0
-177.0608293,508.3,-2.5,0.04
-177.1008293,510.8,-2.4,0
-177.1008293,513.2,-2.3,0.04
-177.1408293,515.5,-2.2,0
-177.1408293,517.7,-2.285436771,-0.034921319
-177.105908,519.9854368,-2.370873542,-0.069842637
-177.0360653,522.3563103,-2.456310313,-0.104763956
-176.9313014,524.8126206,-2.541747084,-0.139685275
-176.7916161,527.3543677,-2.627183855,-0.174606593
-176.6170095,529.9815516,-2.712620625,-0.209527912
-176.4074816,532.6941722,-2.798057396,-0.244449231
-176.1630324,535.4922296,-2.883494167,-0.279370549
-175.8836618,538.3757238,-2.968930938,-0.314291868
-175.56937,541.3446547,-3.054367709,-0.349213187
-175.2201568,544.3990224,-3.13980448,-0.384134506
-174.8360223,547.5388269,-3.225241251,-0.419055824
-174.4169664,550.7640681,-3.310678022,-0.453977143
-173.9629893,554.0747462,-3.396114793,-0.488898462
-173.4740908,557.4708609,-3.481551564,-0.52381978
-172.9502711,560.9524125,-3.566988335,-0.558741099
-172.39153,564.5194008,-3.652425106,-0.593662418
-171.7978675,568.1718259,-3.737861876,-0.628583736
-171.1692838,571.9096878,-3.823298647,-0.663505055
-170.5057788,575.7329865,-3.908735418,-0.698426374
-169.8073524,579.6417219,-3.994172189,-0.733347692
-169.0740047,583.6358941,-4.07960896,-0.768269011
-168.3057357,587.715503,-4.165045731,-0.80319033
-167.5025453,591.8805488,-4.250482502,-0.838111648
-166.6644337,596.1310313,-4.335919273,-0.873032967
-165.7914007,600.4669505,-4.421356044,-0.907954286
-164.8834464,604.8883066,-4.321356044,-0.867954286
-164.0154922,609.2096626,-4.221356044,-0.827954286
-163.1875379,613.4310187,-4.121356044,-0.787954286
-162.3995836,617.5523747,-4.021356044,-0.747954286
-161.6516293,621.5737308,-3.921356044,-0.707954286
-160.943675,625.4950868,-3.821356044,-0.667954286
-160.2757207,629.3164429,-3.721356044,-0.627954286
-159.6477664,633.0377989,-3.621356044,-0.587954286
-159.0598122,636.6591549,-3.521356044,-0.547954286
-158.5118579,640.180511,-3.421356044,-0.507954286
-158.0039036,643.601867,-3.321356044,-0.467954286
-157.5359493,646.9232231,-3.221356044,-0.427954286
-157.107995,650.1445791,-3.121356044,-0.387954286
-156.7200407,653.2659352,-3.021356044,-0.347954286
-156.3720864,656.2872912,-2.921356044,-0.307954286
-156.0641322,659.2086472,-2.821356044,-0.267954286
-155.7961779,662.0300033,-2.721356044,-0.227954286
-155.5682236,664.7513593,-2.621356044,-0.187954286
-155.3802693,667.3727154,-2.521356044,-0.147954286
-155.232315,669.8940714,-2.421356044,-0.107954286
-155.1243607,672.3154275,-2.321356044,-0.067954286
-155.0564064,674.6367835,-2.221356044,-0.027954286
-155.0284522,676.8581396,-2.121356044,0.012045714
-155.0404979,678.9794956,-2.021356044,-0.027954286
-155.0125436,681.0008516,-1.921356044,0.012045714
-155.0245893,682.9222077,-1.821356044,-0.027954286
-154.996635,684.7435637,-1.721356044,0.012045714
-155.0086807,686.4649198,-1.621356044,-0.027954286
-154.9807264,688.0862758,-1.521356044,0.012045714
-154.9927722,689.6076319,-1.421356044,-0.027954286
-154.9648179,691.0289879,-1.321356044,0.012045714
-154.9768636,692.3503439,-1.221356044,-0.027954286
-154.9489093,693.5717,-1.121356044,0.012045714
-154.960955,694.693056,-1.021356044,-0.027954286
-154.9330007,695.7144121,-0.921356044,0.012045714
-154.9450464,696.6357681,-0.821356044,-0.027954286
-154.9170922,697.4571242,-0.721356044,0.012045714
-154.9291379,698.1784802,-0.621356044,-0.027954286
-154.9011836,698.7998363,-0.521356044,0.012045714
-154.9132293,699.3211923,-0.421356044,-0.027954286
-154.885275,699.7425483,-0.321356044,0.012045714
-154.8973207,700.0639044,-0.221356044,-0.027954286
-154.8693664,700.2852604,-0.121356044,0.012045714
-154.8814122,700.4066165,-0.021356044,-0.027954286
-154.8534579,700.4279725,0.078643956,0.012045714
-154.8655036,700.3493286,0.178643956,-0.027954286
-154.8375493,700.1706846,0.278643956,0.012045714
-154.849595,699.8920406,0.378643956,-0.027954286
-154.8216407,699.5133967,0.478643956,0.012045714
-154.8336864,699.0347527,0.578643956,-0.027954286
-154.8057322,698.4561088,0.498885147,-0.075628515
-154.7301036,697.9572236,0.422295628,-0.129522828
-154.6005808,697.534928,0.349090548,-0.189522828
-154.411058,697.1858375,0.279480928,-0.255506681
-154.1555513,696.9063565,0.213673414,-0.327345261
-153.828206,696.6926831,0.151870015,-0.404902312
-153.4233037,696.5408131,0.094267864,-0.488034607
-152.9352691,696.4465452,0.041058976,-0.576592129
-152.358677,696.4054863,-0.007569989,-0.67041825
-151.6882587,696.4130562,-0.051437949,-0.769349924
-150.9189088,696.4644942,-0.090369624,-0.873217884
-150.0456909,696.5548638,-0.129301298,-0.977085844
-149.0686051,696.6841651,-0.168232972,-1.080953804
-147.9876513,696.8523981,-0.207164646,-1.184821764
-146.8028295,697.0595627,-0.24609632,-1.288689724
-145.5141398,697.3056591,-0.285027994,-1.392557684
-144.1215821,697.590687,-0.323959668,-1.496425645
-142.6251565,697.9146467,-0.362891342,-1.600293605
-141.0248629,698.2775381,-0.401823016,-1.704161565
-139.3207013,698.6793611,-0.44075469,-1.808029525
-137.5126718,699.1201158,-0.479686364,-1.911897485
-135.6007743,699.5998021,-0.518618039,-2.015765445
-133.5850088,700.1184202,-0.557549713,-2.119633405
-131.4653754,700.6759699,-0.596481387,-2.223501365
-129.2418741,701.2724513,-0.635413061,-2.327369325
-126.9145048,701.9078643,-0.674344735,-2.431237285
-124.4832675,702.5822091,-0.713276409,-2.535105245
-121.9481622,703.2954855,-0.752208083,-2.638973205
-119.309189,704.0476936,-0.791139757,-2.742841165
-116.5663479,704.8388333,-0.830071431,-2.846709125
-113.7196387,705.6689047,-0.869003105,-2.950577085
-110.7690616,706.5379079,-0.907934779,-3.054445046
-107.7146166,707.4458426,-0.946866454,-3.158313006
-104.5563036,708.3927091,-0.846866454,-3.118313006
-101.4379906,709.2395755,-0.746866454,-3.078313006
-98.35967758,709.986442,-0.646866454,-3.038313006
-95.32136457,710.6333084,-0.546866454,-2.998313006
-92.32305157,711.1801749,-0.446866454,-2.958313006
-89.36473856,711.6270414,-0.346866454,-2.918313006
-86.44642556,711.9739078,-0.246866454,-2.878313006
-83.56811255,712.2207743,-0.146866454,-2.838313006
-80.72979955,712.3676407,-0.046866454,-2.798313006
-77.93148654,712.4145072,0.053133546,-2.758313006
-75.17317353,712.3613736,0.153133546,-2.718313006
-72.45486053,712.2082401,0.253133546,-2.678313006
-69.77654752,711.9551065,0.353133546,-2.638313006
-67.13823452,711.601973,0.453133546,-2.598313006
-64.53992151,711.1488394,0.553133546,-2.558313006
-61.98160851,710.5957059,0.653133546,-2.518313006
-59.4632955,709.9425723,0.753133546,-2.478313006
-56.98498249,709.1894388,0.853133546,-2.438313006
-54.54666949,708.3363052,0.953133546,-2.398313006
-52.14835648,707.3831717,1.053133546,-2.358313006
-49.79004348,706.3300382,1.153133546,-2.318313006
-47.47173047,705.1769046,1.253133546,-2.278313006
-45.19341747,703.9237711,1.353133546,-2.238313006
-42.95510446,702.5706375,1.453133546,-2.198313006
-40.75679146,701.117504,1.553133546,-2.158313006
-38.59847845,699.5643704,1.653133546,-2.118313006
-36.48016544,697.9112369,1.753133546,-2.078313006
-34.40185244,696.1581033,1.853133546,-2.038313006
-32.36353943,694.3049698,1.953133546,-1.998313006
-30.36522643,692.3518362,2.053133546,-1.958313006
-28.40691342,690.2987027,2.153133546,-1.918313006
-26.48860042,688.1455691,2.253133546,-1.878313006
-24.61028741,685.8924356,2.353133546,-1.838313006
-22.77197441,683.5393021,2.453133546,-1.798313006
-20.9736614,681.0861685,2.553133546,-1.758313006
-19.21534839,678.533035,2.653133546,-1.718313006
-17.49703539,675.8799014,2.753133546,-1.678313006
-15.81872238,673.1267679,2.853133546,-1.638313006
-14.18040938,670.2736343,2.953133546,-1.598313006
-12.58209637,667.3205008,3.053133546,-1.558313006
-11.02378337,664.2673672,3.153133546,-1.518313006
-9.505470361,661.1142337,3.253133546,-1.478313006
-8.027157355,657.8611001,3.353133546,-1.438313006
-6.588844349,654.5079666,3.453133546,-1.398313006
-5.190531344,651.054833,3.553133546,-1.358313006
-3.832218338,647.5016995,3.653133546,-1.318313006
-2.513905332,643.8485659,3.753133546,-1.278313006
-1.235592327,640.0954324,3.853133546,-1.238313006
0.002720679,636.2422989,3.953133546,-1.198313006
1.201033684,632.2891653,4.053133546,-1.158313006
2.35934669,628.2360318,4.153133546,-1.118313006
3.477659696,624.0828982,4.253133546,-1.078313006
4.555972701,619.8297647,4.353133546,-1.038313006
5.594285707,615.4766311,4.453133546,-0.998313006
6.592598712,611.0234976,4.553133546,-0.958313006
7.550911718,606.470364,4.653133546,-0.918313006
8.469224724,601.8172305,4.753133546,-0.878313006
9.347537729,597.0640969,4.853133546,-0.838313006
10.18585073,592.2109634,4.953133546,-0.798313006
10.98416374,587.2578298,5.053133546,-0.758313006
11.74247675,582.2046963,5.153133546,-0.718313006
12.46078975,577.0515628,5.253133546,-0.678313006
13.13910276,571.7984292,5.353133546,-0.638313006
13.77741576,566.4452957,5.453133546,-0.598313006
14.37572877,560.9921621,5.553133546,-0.558313006
14.93404177,555.4390286,5.653133546,-0.518313006
15.45235478,549.785895,5.753133546,-0.478313006
15.93066779,544.0327615,5.853133546,-0.438313006
16.36898079,538.1796279,5.953133546,-0.398313006
16.7672938,532.2264944,6.053133546,-0.358313006
17.1256068,526.1733608,6.153133546,-0.318313006
17.44391981,520.0202273,6.253133546,-0.278313006
17.72223281,513.7670937,6.353133546,-0.238313006
17.96054582,507.4139602,6.453133546,-0.198313006
18.15885882,500.9608266,6.553133546,-0.158313006
18.31717183,494.4076931,6.653133546,-0.118313006
18.43548484,487.7545596,6.753133546,-0.078313006
18.51379784,481.001426,6.853133546,-0.038313006
18.55211085,474.1482925,6.953133546,0.001686994
18.55042385,467.1951589,7.053133546,-0.038313006
18.58873686,460.1420254,7.153133546,0.001686994
18.58704986,452.9888918,7.253133546,-0.038313006
18.62536287,445.7357583,7.353133546,0.001686994
18.62367587,438.3826247,7.453133546,-0.038313006
18.66198888,430.9294912,7.553133546,0.001686994
18.66030189,423.3763576,7.653133546,-0.038313006
18.69861489,415.7232241,7.753133546,0.001686994
18.6969279,407.9700905,7.853133546,-0.038313006
18.7352409,400.116957,7.953133546,0.001686994
18.73355391,392.1638235,7.953133546,0.001686994
18.73186691,384.2106899,7.953133546,0.001686994
18.73017992,376.2575564,7.953133546,0.001686994
18.72849293,368.3044228,7.953133546,0.001686994
18.72680593,360.3512893,7.953133546,0.001686994
18.72511894,352.3981557,7.953133546,0.001686994
18.72343194,344.4450222,7.953133546,0.001686994
18.72174495,336.4918886,7.953133546,0.001686994
18.72005795,328.5387551,7.953133546,0.001686994
18.71837096,320.5856215,7.953133546,0.001686994
18.71668396,312.632488,7.953133546,0.001686994
18.71499697,304.6793544,7.953133546,0.001686994
18.71330998,296.7262209,7.953133546,0.001686994
18.71162298,288.7730873,7.953133546,0.001686994
18.70993599,280.8199538,7.953133546,0.001686994
18.70824899,272.8668203,7.953133546,0.001686994
18.706562,264.9136867,7.953133546,0.001686994
18.704875,256.9605532,7.953133546,0.001686994
18.70318801,249.0074196,7.953133546,0.001686994
18.70150101,241.0542861,7.953133546,0.001686994
18.69981402,233.1011525,7.953133546,0.001686994
18.69812703,225.148019,7.953133546,0.001686994
18.69644003,217.1948854,7.953133546,0.001686994
18.69475304,209.2417519,7.953133546,0.001686994
18.69306604,201.2886183,7.953133546,0.001686994
18.69137905,193.3354848,7.953133546,0.001686994
18.68969205,185.3823512,7.953133546,0.001686994
18.68800506,177.4292177,7.953133546,0.001686994
18.68631807,169.4760842,7.953133546,0.001686994
18.68463107,161.5229506,7.953133546,0.001686994
18.68294408,153.5698171,7.953133546,0.001686994
18.68125708,145.6166835,7.953133546,0.001686994
18.67957009,137.66355,7.953133546,0.001686994
18.67788309,129.7104164,7.953133546,0.001686994
18.6761961,121.7572829,7.953133546,0.001686994
18.6745091,113.8041493,7.953133546,0.001686994
18.67282211,105.8510158,7.953133546,0.001686994
18.67113512,97.89788223,7.953133546,0.001686994
18.66944812,89.94474869,7.953133546,0.001686994
18.66776113,81.99161514,7.953133546,0.001686994
18.66607413,74.03848159,7.953133546,0.001686994
18.66438714,66.08534805,7.953133546,0.001686994
403.2963562,431.9,0,0
403.2963562,431.9,-0.1,0.04
403.2563562,432,-0.2,0
403.2563562,432.2,-0.3,0.04
403.2163562,432.5,-0.4,0
403.2163562,432.9,-0.5,0.04
403.1763562,433.4,-0.6,0
403.1763562,434,-0.7,0.04
403.1363562,434.7,-0.8,0
403.1363562,435.5,-0.9,0.04
403.0963562,436.4,-1,0
403.0963562,437.4,-1.1,0.04
403.0563562,438.5,-1,0
403.0563562,439.5,-0.9,0.04
403.0163562,440.4,-0.8,0
403.0163562,441.2,-0.7,0.04
402.9763562,441.9,-0.6,0
402.9763562,442.5,-0.5,0.04
402.9363562,443,-0.4,0
402.9363562,443.4,-0.3,0.04
402.8963562,443.7,-0.2,0
402.8963562,443.9,-0.1,0.04
402.8563562,444,-5.83E-16,0
402.8563562,444,0.1,0.04
402.8163562,443.9,0.2,0
402.8163562,443.7,0.3,0.04
402.7763562,443.4,0.4,0
402.7763562,443,0.5,0.04
402.7363562,442.5,0.6,0
402.7363562,441.9,0.7,0.04
402.6963562,441.2,0.8,0
402.6963562,440.4,0.9,0.04
402.6563562,439.5,0.8,0
402.6563562,438.7,0.7,0.04
402.6163562,438,0.6,0
402.6163562,437.4,0.5,0.04
402.5763562,436.9,0.4,0
402.5763562,436.5,0.3,0.04
402.5363562,436.2,0.2,0
402.5363562,436,0.1,0.04
402.4963562,435.9,-7.49E-16,0
402.4963562,435.9,-0.1,0.04
402.4563562,436,-0.2,0
402.4563562,436.2,-0.3,0.04
402.4163562,436.5,-0.4,0
402.4163562,436.9,-0.5,0.04
402.3763562,437.4,-0.6,0
402.3763562,438,-0.7,0.04
402.3363562,438.7,-0.8,0
402.3363562,439.5,-0.9,0.04
402.2963562,440.4,-1,0
402.2963562,441.4,-1.1,0.04
402.2563562,442.5,-1.2,0
402.2563562,443.7,-1.3,0.04
402.2163562,445,-1.4,0
402.2163562,446.4,-1.5,0.04
402.1763562,447.9,-1.6,0
402.1763562,449.5,-1.7,0.04
402.1363562,451.2,-1.8,0
402.1363562,453,-1.899878165,0.046979899
402.0893763,454.8998782,-1.999390975,0.020931194
402.0684451,456.8992691,-2.098295355,0.001836887
402.0666082,458.9975645,-2.196348968,-0.010328493
402.0769367,461.1939135,-2.293310519,0.064401142
402.0125356,463.487224,-2.388940039,0.065983481
401.9465521,465.876164,-2.482999184,0.07436786
401.8721842,468.3591632,-2.575251523,0.089495331
401.7826889,470.9344147,-2.665462827,0.11129873
401.6713902,473.5998776,-2.753401351,0.139702758
401.5316874,476.3532789,-2.838838122,0.174624077
401.3570633,479.192117,-2.924274893,0.209545396
401.1475179,482.1163919,-3.009711664,0.244466715
400.9030512,485.1261036,-3.095148435,0.279388033
400.6236632,488.221252,-3.180585205,0.314309352
400.3093538,491.4018372,-3.080585205,0.274309352
400.0350445,494.4824224,-2.980585205,0.234309352
399.8007351,497.4630076,-2.880585205,0.194309352
399.6064258,500.3435928,-2.780585205,0.154309352
399.4521164,503.124178,-2.680585205,0.114309352
399.3378071,505.8047633,-2.580585205,0.074309352
399.2634977,508.3853485,-2.480585205,0.034309352
399.2291884,510.8659337,-2.380585205,-0.005690648
399.234879,513.2465189,-2.280585205,0.034309352
399.2005697,515.5271041,-2.180585205,-0.005690648
399.2062603,517.7076893,-2.080585205,0.034309352
399.171951,519.7882745,-1.980585205,-0.005690648
399.1776416,521.7688597,-1.880585205,0.034309352
399.1433323,523.6494449,-1.780585205,-0.005690648
399.1490229,525.4300301,-1.680585205,0.034309352
399.1147136,527.1106153,-1.580585205,-0.005690648
399.1204042,528.6912005,-1.480585205,0.034309352
399.0860949,530.1717857,-1.380585205,-0.005690648
399.0917855,531.5523709,-1.280585205,0.034309352
399.0574762,532.8329561,-1.180585205,-0.005690648
399.0631668,534.0135413,-1.080585205,0.034309352
399.0288575,535.0941265,-1.166021976,0.069230671
398.9596268,536.2601485,-1.251458747,0.104151989
398.8554748,537.5116073,-1.336895518,0.139073308
398.7164015,538.8485028,-1.422332289,0.173994627
398.5424069,540.2708351,-1.50776906,0.208915945
398.3334909,541.7786041,-1.593205831,0.243837264
398.0896536,543.37181,-1.678642602,0.278758583
397.8108951,545.0504526,-1.764079373,0.313679901
397.4972152,546.8145319,-1.849516144,0.34860122
397.1486139,548.6640481,-1.934952915,0.383522539
396.7650914,550.599001,-2.020389685,0.418443857
396.3466475,552.6193907,-2.105826456,0.453365176
395.8932824,554.7252171,-2.191263227,0.488286495
395.4049959,556.9164804,-2.276699998,0.523207813
394.8817881,559.1931804,-2.362136769,0.558129132
394.3236589,561.5553171,-2.44757354,0.593050451
393.7306085,564.0028907,-2.533010311,0.627971769
393.1026367,566.535901,-2.618447082,0.662893088
392.4397436,569.1543481,-2.703883853,0.697814407
391.7419292,571.8582319,-2.789320624,0.732735726
391.0091935,574.6475525,-2.874757395,0.767657044
390.2415364,577.5223099,-2.960194166,0.802578363
389.4389581,580.4825041,-3.045630936,0.837499682
388.6014584,583.528135,-3.131067707,0.872421
387.7290374,586.6592027,-3.216504478,0.907342319
386.8216951,589.8757072,-3.116504478,0.867342319
385.9543528,592.9922117,-3.016504478,0.827342319
385.1270104,596.0087162,-2.916504478,0.787342319
384.3396681,598.9252207,-2.816504478,0.747342319
383.5923258,601.7417251,-2.716504478,0.707342319
382.8849835,604.4582296,-2.616504478,0.667342319
382.2176412,607.0747341,-2.516504478,0.627342319
381.5902989,609.5912386,-2.416504478,0.587342319
381.0029565,612.007743,-2.316504478,0.547342319
380.4556142,614.3242475,-2.216504478,0.507342319
379.9482719,616.540752,-2.116504478,0.467342319
379.4809296,618.6572565,-2.016504478,0.427342319
379.0535873,620.673761,-1.916504478,0.387342319
378.6662449,622.5902654,-1.816504478,0.347342319
378.3189026,624.4067699,-1.716504478,0.307342319
378.0115603,626.1232744,-1.616504478,0.267342319
377.744218,627.7397789,-1.516504478,0.227342319
377.5168757,629.2562834,-1.416504478,0.187342319
377.3295333,630.6727878,-1.316504478,0.147342319
377.182191,631.9892923,-1.216504478,0.107342319
377.0748487,633.2057968,-1.116504478,0.067342319
377.0075064,634.3223013,-1.016504478,0.027342319
376.9801641,635.3388057,-0.916504478,-0.012657681
376.9928217,636.2553102,-0.816504478,0.027342319
376.9654794,637.0718147,-0.716504478,-0.012657681
376.9781371,637.7883192,-0.616504478,0.027342319
376.9507948,638.4048237,-0.516504478,-0.012657681
376.9634525,638.9213281,-0.416504478,0.027342319
376.9361102,639.3378326,-0.316504478,-0.012657681
376.9487678,639.6543371,-0.216504478,0.027342319
376.9214255,639.8708416,-0.116504478,-0.012657681
376.9340832,639.987346,-0.016504478,0.027342319
376.9067409,640.0038505,0.083495522,-0.012657681
376.9193986,639.920355,0.183495522,0.027342319
376.8920562,639.7368595,0.283495522,-0.012657681
376.9047139,639.453364,0.383495522,0.027342319
376.8773716,639.0698684,0.483495522,-0.012657681
376.8900293,638.5863729,0.425893371,0.150474614
376.7395547,638.1604795,0.36829122,0.233606909
376.5059478,637.7921883,0.31068907,0.316739204
376.1892086,637.4814993,0.253086919,0.399871499
375.7893371,637.2284123,0.195484768,0.483003794
375.3063333,637.0329276,0.137882617,0.566136089
374.7401972,636.895045,0.080280467,0.649268384
374.0909288,636.8147645,0.022678316,0.732400679
373.3585281,636.7920862,-0.034923835,0.815532975
372.5429951,636.82701,-0.092525986,0.89866527
371.6443299,636.919536,-0.150128136,0.981797565
370.6625323,637.0696641,-0.207730287,1.06492986
369.5976024,637.2773944,-0.265332438,1.148062155
368.4495403,637.5427269,-0.322934588,1.23119445
367.2183458,637.8656614,-0.380536739,1.314326745
365.9040191,638.2461982,-0.43813889,1.39745904
364.5065601,638.6843371,-0.495741041,1.480591335
363.0259687,639.1800781,-0.553343191,1.56372363
361.4622451,639.7334213,-0.610945342,1.646855925
359.8153892,640.3443666,-0.668547493,1.72998822
358.0854009,641.0129141,-0.726149643,1.813120515
356.2722804,641.7390638,-0.783751794,1.89625281
354.3760276,642.5228156,-0.841353945,1.979385105
352.3966425,643.3641695,-0.898956096,2.062517401
350.3341251,644.2631256,-0.956558246,2.145649696
348.1884754,645.2196839,-1.014160397,2.228781991
345.9596934,646.2338443,-1.071762548,2.311914286
343.6477791,647.3056068,-1.129364698,2.395046581
341.2527326,648.4349715,-1.186966849,2.478178876
338.7745537,649.6219384,-1.244569,2.561311171
336.2132425,650.8665074,-1.302171151,2.644443466
333.568799,652.1686785,-1.359773301,2.727575761
330.8412233,653.5284518,-1.417375452,2.810708056
328.0305152,654.9458273,-1.474977603,2.893840351
325.1366749,656.4208049,-1.532579754,2.976972646
322.1597022,657.9533846,-1.590181904,3.060104941
319.0995973,659.5435665,-1.647784055,3.143237236
315.9563601,661.1913506,-1.547784055,3.103237236
312.8531228,662.7391346,-1.447784055,3.063237236
309.7898856,664.1869187,-1.347784055,3.023237236
306.7666483,665.5347027,-1.247784055,2.983237236
303.7834111,666.7824868,-1.147784055,2.943237236
300.8401739,667.9302708,-1.047784055,2.903237236
297.9369366,668.9780549,-0.947784055,2.863237236
295.0736994,669.925839,-0.847784055,2.823237236
292.2504622,670.773623,-0.747784055,2.783237236
289.4672249,671.5214071,-0.647784055,2.743237236
286.7239877,672.1691911,-0.547784055,2.703237236
284.0207505,672.7169752,-0.447784055,2.663237236
281.3575132,673.1647592,-0.347784055,2.623237236
278.734276,673.5125433,-0.247784055,2.583237236
276.1510387,673.7603273,-0.147784055,2.543237236
273.6078015,673.9081114,-0.205386206,2.626369531
270.981432,674.1134976,-0.262988356,2.709501826
268.2719301,674.376486,-0.320590507,2.792634122
265.479296,674.6970765,-0.378192658,2.875766417
262.6035296,675.0752691,-0.435794809,2.958898712
259.6446309,675.5110639,-0.493396959,3.042031007
256.6025999,676.0044609,-0.55099911,3.125163302
253.4774366,676.55546,-0.608601261,3.208295597
250.269141,677.1640613,-0.666203411,3.291427892
246.9777131,677.8302647,-0.723805562,3.374560187
243.6031529,678.5540702,-0.781407713,3.457692482
240.1454604,679.335478,-0.839009864,3.540824777
236.6046357,680.1744878,-0.896612014,3.623957072
232.9806786,681.0710998,-0.954214165,3.707089367
229.2735892,682.025314,-1.011816316,3.790221662
225.4833676,683.0371303,-1.069418467,3.873353957
221.6100136,684.1065488,-1.127020617,3.956486252
217.6535273,685.2335694,-1.184622768,4.039618548
213.6139088,686.4181922,-1.242224919,4.122750843
209.491158,687.6604171,-1.299827069,4.205883138
205.2852748,688.9602441,-1.199827069,4.165883138
201.1193917,690.1600712,-1.099827069,4.125883138
